location_name	total_population	total_urban_pop
shiqian	10.264000	0.004000
shiquan	13.774000	0.004000
shiquan_maozhou	10.830000	0.004000
shira	22.646000	0.016000
shira_qulusun	2.597000	0.004000
shirakawa	41.549000	0.020000
shiranuka	0.300000	0.000000
shiraoi	0.428000	0.000000
shiraz	8.534000	3.763000
shire	11.639000	0.212000
shirvan	15.430000	0.020000
shirvan_iran	5.031000	0.008000
shish	1.876000	0.010000
shishgarh	103.578000	0.000000
shishou	13.139000	0.004000
shisou	25.561000	0.005000
shitara	27.578000	0.005000
shiveh	0.536000	0.001000
shiveluch	0.157000	0.000000
shiwa	26.528000	0.025000
shixi	97.147000	0.004000
shixing	48.250000	0.004000
shizhao	19.719000	0.004000
shizhou	24.585000	0.004000
shizhu	26.612000	0.004000
shizilu	130.511000	0.004000
shizong	9.813000	0.004000
shizunai	0.266000	0.000000
shkhancheriekhabl	4.871000	0.004000
shkoder	15.151000	0.008000
sho	3.658000	0.004000
shohopanaiti	0.701000	0.000000
shoindykol	2.163000	0.000000
sholakkorgan	1.584000	0.000000
sholhapur	216.562000	0.000000
shoma	11.297000	0.000000
shopando	7.377000	0.008000
shoptikol	5.225000	0.000000
shoptovo	5.000000	0.000000
shoqan	2.789000	0.008000
shorabak	12.071000	0.009000
shorapani	8.630000	0.006000
shoreham	22.185000	0.000000
shorkot	52.130000	0.000000
shoubak	7.142000	0.000000
shouchun	40.159000	0.004000
shouguang	162.816000	0.004000
shouyang	61.355000	0.004000
shouzhang	32.408000	0.004000
shravanabelagola	52.525000	0.011000
shravasti	119.600000	0.000000
shrewsbury	16.147000	0.000000
shtax_heen	0.280000	0.000000
shtip	14.138000	0.010000
shua	2.628000	0.000000
shuangliu	16.759000	0.004000
shuangshui	33.074000	0.004000
shuangxi	283.797000	0.004000
shuangyashan	6.842000	0.004000
shubenacadie	0.106000	0.000000
shubi	11.096000	0.000000
shucheng	19.932000	0.004000
shui	5.263000	0.000000
shuicheng	9.448000	0.004000
shuihu	33.536000	0.004000
shuihui	47.367000	0.004000
shuiluo	7.947000	0.004000
shuitejiang	13.217000	0.004000
shuixi	14.427000	0.004000
shukden	3.105000	0.004000
shukjung	8.853000	0.008000
shulan	51.811000	0.013000
shulu	30.152000	0.004000
shuluun_khoboot_tsagaan	19.831000	0.004000
shuman	39.753000	0.001000
shumen	21.963000	1.705000
shumushu	0.106000	0.000000
shumyachi	5.000000	0.000000
shunchang	74.243000	0.004000
shunda	0.318000	0.000000
shunde	39.750000	0.004000
shungopavi	0.488000	0.016000
shunning	9.409000	0.004000
shunsheng	51.649000	0.004000
shuntaneshnanga	0.280000	0.000000
shunyang	18.069000	0.004000
shunyi	22.922000	0.004000
shupaw_kulu	2.761000	0.000000
shuqra	22.381000	0.065000
shuruk	1.604000	0.000000
shuryshkar	0.918000	0.000000
shusef	5.283000	0.007000
shush	19.105000	0.008000
shusha	6.155000	0.008000
shushenskoye	0.926000	0.010000
shushtar	14.769000	0.007000
shuuchi	31.292000	0.005000
shuya	11.509000	0.003000
shuya_karelia	1.225000	0.026000
shuyang	81.813000	0.004000
shuyskoye	4.365000	0.000000
shwegu	4.935000	0.002000
shybyndy	2.157000	0.000000
shymkent	1.160000	0.001000
shyngyrlau	4.991000	0.000000
shyoltozero	1.030000	0.000000
shyrokyne	4.206000	0.007000
siah_cheshmeh	4.929000	0.004000
siak	2.761000	0.007000
sialkot	103.105000	0.000000
siang	10.473000	0.000000
siar	0.121000	0.000000
siatista	7.960000	0.009000
siauliai	7.422000	0.015000
siba_circassia	4.923000	0.007000
sibak	2.962000	0.007000
sibda	4.736000	0.004000
sibenik	8.607000	0.010000
siberia_abalak	1.121000	0.010000
siberia_bor	0.369000	0.000000
siberia_kuytun	0.705000	0.000000
siberia_tenteksor	3.174000	0.000000
siberut	10.648000	0.000000
sibiu	23.594000	0.009000
sibolga	12.909000	0.012000
sibook	0.106000	0.000000
sibugay	1.946000	0.005000
sibumbong	0.298000	0.007000
sic	16.023000	0.009000
sicangu	0.420000	0.000000
sicarate	8.650000	0.000000
sicasica	19.150000	0.029000
siccanemos	4.920000	0.000000
sicheng	6.640000	0.003000
sichon	7.806000	0.000000
sico	5.498000	0.000000
sidenreng	11.467000	0.026000
sideradougou	13.252000	0.016000
sidhi	87.796000	0.000000
sidhmukh	45.043000	0.018000
sidi_bennour	10.000000	0.000000
sidi_fredj	2.410000	0.006000
sidi_okba	21.856000	0.028000
sidon	82.840000	0.010000
siegas	0.318000	0.000000
siegburg	21.057000	0.010000
siegen	14.709000	0.003000
sien	6.594000	0.004000
siena	67.522000	5.152000
sienzhou	10.829000	0.003000
sieradz	20.220000	0.004000
sierpc	15.486000	0.000000
siewierz	24.323000	0.000000
sigam	4.737000	0.005000
sigdal	2.155000	0.008000
sigheneg	0.157000	0.000000
sighet	10.788000	0.009000
sighisoara	16.250000	0.009000
sighnaq	4.147000	0.000000
sigi	0.837000	0.026000
sigli	3.457000	0.007000
siglufjord	0.030000	0.000000
sigmaringen	18.685000	0.006000
siguanea	0.722000	0.000000
siguenza	24.525000	0.051000
siguiri	10.423000	0.047000
sigulda	6.311000	0.021000
sihabi	0.425000	0.000000
sihor	153.500000	0.022000
sihui	24.999000	0.004000
siikalatva	0.391000	0.000000
siimitalik	0.106000	0.000000
siirt	16.641000	0.003000
sijilmasa	36.527000	3.119000
sikar	86.627000	0.051000
sikasingo	85.784000	0.000000
sikieye	7.045000	0.000000
sikka	10.640000	0.000000
siklos	25.444000	0.008000
siktyakh	0.157000	0.000000
silacayoapam	22.727000	0.018000
silae	1.271000	0.000000
silale	8.699000	0.019000
silam	1.686000	0.000000
silandro	8.292000	0.007000
silat	1.993000	0.023000
silbojock	0.292000	0.000000
siletiteniz	0.391000	0.000000
silifke	13.474000	0.072000
siliguri	100.233000	0.004000
silivri	23.516000	0.009000
silkari	7.451000	0.005000
silkeborg	18.041000	0.008000
silla	9.910000	0.016000
sillanwali	65.866000	0.000000
silli	41.865000	0.010000
silou	15.438000	0.007000
silver_lake	0.701000	0.000000
silves	15.507000	0.008000
simav	22.009000	0.072000
simbirsk	15.323000	0.002000
sime	28.025000	0.003000
simeulue	3.020000	0.000000
simhapura	24.367000	0.007000
similkameen	0.212000	0.000000
siming	9.191000	0.004000
simiti	20.057000	0.000000
simmern	8.855000	0.002000
simmi	2.070000	0.004000
simo	0.096000	0.000000
simontornya	32.394000	0.008000
simpcw	0.212000	0.000000
simraungadh	122.360000	0.000000
simsir	5.947000	0.019000
sinaloa	5.602000	0.000000
sinaugoro	11.994000	0.000000
sinaw	4.653000	0.010000
sinawin	1.485000	0.000000
sincel	21.304000	0.000000
sinclair	0.701000	0.000000
sindagi	65.571000	0.000000
sindangan	0.954000	0.007000
sindangkasih	74.143000	0.007000
sindhuli	21.540000	0.008000
sindkedh	164.224000	0.000000
sine_ngayene	12.441000	0.008000
sines	13.971000	0.008000
singa	23.835000	0.002000
singarh	141.507000	0.000000
singgora	8.334000	0.008000
singhapala	9.721000	0.026000
singingi	2.098000	0.000000
singkhon	4.177000	0.000000
singkil	3.457000	0.005000
singorgarh	53.801000	0.000000
sinipi	4.566000	0.000000
sinj	9.862000	0.010000
sinja	24.232000	0.100000
sinjar	17.357000	0.002000
sinjik	0.210000	0.000000
sinkyone	0.701000	0.000000
sinnar	129.232000	0.000000
sinop	20.948000	0.009000
sinqu	4.761000	0.000000
sinsheim	17.721000	0.009000
sint_niklaas	61.060000	1.531000
sintang	3.822000	0.012000
sinu	14.663000	0.048000
siocon	1.071000	0.007000
sioma	2.502000	0.000000
sion	8.856000	0.042000
siona	22.844000	0.000000
sionomhudon	16.925000	0.007000
sioure	3.879000	0.016000
sipiweske	0.212000	0.000000
sipri	96.101000	0.000000
sipuk	0.637000	0.000000
sipura	1.010000	0.000000
sir_bani_yas	2.349000	0.004000
sira	61.386000	0.006000
siraf	3.779000	0.007000
siraha	89.676000	0.040000
siran	13.669000	0.001000
siraya	16.951000	0.000000
sirdan	7.076000	0.003000
siret	6.772000	0.009000
sirhind	198.285000	0.000000
siri_do	2.885000	0.000000
sirik	2.288000	0.007000
siriono	16.726000	0.000000
sirjan	4.810000	0.007000
sirnak	28.879000	0.009000
sirohi	69.063000	0.019000
sironj	86.549000	0.000000
sirpur	74.986000	0.006000
sirte	21.252000	0.014000
sirudal	1.665000	0.008000
sis	33.379000	0.036000
sisak	20.767000	0.010000
sisakht	6.935000	0.007000
sisem_ata	1.352000	0.000000
sishui	33.966000	0.004000
sisimbles	2.953000	0.000000
siskiyou	0.701000	0.000000
sissipahaw	0.701000	0.000000
sisteron	26.121000	2.096000
sitakunda	101.459000	0.003000
sitamarhi	118.340000	0.005000
sitanda	12.922000	0.000000
sitapur	30.222000	0.015000
sitavaka	47.473000	0.012000
siteia	4.435000	0.000000
sitges	22.464000	0.008000
siton	1.575000	0.000000
sitpur	89.153000	0.000000
sittaung	36.509000	0.004000
sitte	0.157000	0.000000
situo	10.076000	0.003000
siva	2.823000	0.012000
sivas	52.734000	3.879000
siverek	18.121000	0.001000
sivrice	3.850000	0.000000
sivrihisar	11.534000	0.072000
sivukutaitiarruvik	0.106000	0.000000
sivuqaq	0.052000	0.000000
siwa	10.415000	0.010000
siwana	77.054000	0.020000
siwi	100.760000	0.092000
sixtymile	0.210000	0.000000
siya	1.273000	0.010000
siyancuma	0.770000	0.000000
siyara	2.403000	0.016000
siyathemba	0.829000	0.000000
siyene	0.157000	0.000000
siyom	9.912000	0.000000
sjalevad	1.009000	0.009000
sjenica	7.047000	0.010000
sjundea	4.938000	0.008000
sk_atsin	0.212000	0.000000
skaapirox	0.140000	0.000000
skagen	4.940000	0.008000
skagit	0.701000	0.000000
skahuukaawiat	0.280000	0.000000
skalholt	4.011000	0.019000
skande	7.901000	0.006000
skaniatares	3.338000	0.000000
skara	10.052000	1.199000
skardu	13.328000	0.004000
skaun	9.032000	0.008000
skelleftea	0.289000	0.005000
skene	4.913000	0.009000
ski	9.032000	0.008000
ski_iyo_he	0.420000	0.000000
skien	7.395000	0.008000
skikda	35.126000	0.000000
skin_tyee	0.212000	0.000000
skinskatteberg	3.980000	0.007000
skipton	12.079000	0.000000
skitsetsen	0.212000	0.000000
skitswish	0.420000	0.000000
sklad	0.157000	0.000000
sklallam	0.701000	0.000000
skofja_loka	7.479000	0.010000
skootamatta	0.212000	0.000000
skopin	9.170000	0.000000
skopje	26.259000	1.878000
skoura	8.524000	0.018000
skreen	1.615000	0.000000
skrytaya	0.157000	0.000000
skuodas	5.784000	0.000000
skuppah	0.212000	0.000000
skvyra	5.405000	0.000000
skwierzyna	7.431000	0.000000
skye	1.719000	0.036000
slagelse	12.261000	0.008000
slana	0.210000	0.000000
slanic	7.563000	0.009000
slano	8.374000	0.000000
slany	53.568000	0.034000
slatina	9.775000	0.009000
slavkovitchi	3.516000	0.005000
slawharad	11.411000	0.015000
slawno	20.111000	0.008000
slesvig	20.129000	0.008000
sletewsi	0.420000	0.000000
sliammon	0.265000	0.000000
sligo	2.867000	0.099000
slite	4.435000	0.008000
sliven	17.166000	1.705000
slobodskoy	4.865000	0.025000
slobozia	8.575000	0.009000
slonim	8.725000	0.009000
sloten	17.795000	0.000000
slovenj_gradec	22.659000	0.015000
sloviansk	4.358000	0.000000
slunj	21.089000	0.010000
slupsk	19.578000	0.004000
slutsk	9.175000	0.002000
slyudyanka	0.525000	0.000000
sm_algyax	0.159000	0.000000
smai_samkai	3.381000	0.000000
smalyavichy	10.693000	0.005000
smara	6.510000	0.000000
smederevo	29.809000	0.010000
smerdyn	5.081000	0.014000
smila	2.380000	0.000000
smolensk	23.736000	1.549000
smolenskoye	2.517000	0.010000
smolyan	11.634000	0.010000
smyrna	35.336000	3.774000
snasa	0.673000	0.015000
sniatyn	4.545000	0.000000
snk_mip	0.212000	0.000000
snohomish	0.701000	0.000000
snovsk	14.107000	0.012000
snt_t_ulix	0.280000	0.000000
so_so_goiw	0.701000	0.000000
so_taeo_o	0.420000	0.000000
soalara	5.589000	0.003000
soba	95.212000	2.091000
soba_gawe	4.704000	0.000000
sobaipuri	0.356000	0.044000
sobat	66.752000	0.000000
sobolevo	0.157000	0.000000
soboloox	0.157000	0.000000
sochaczew	17.473000	0.000000
socksjock	0.195000	0.000000
sodankyla	0.195000	0.000000
soddo	19.482000	0.008000
soderala	3.058000	0.009000
soderbarke	2.969000	0.009000
soderkoping	9.421000	1.083000
sodertalje	9.795000	0.009000
soest	8.939000	0.444000
sofala	6.717000	0.021000
sofiivka	2.896000	0.006000
soghan	2.611000	0.007000
sogndal	2.482000	0.008000
sogra	1.111000	0.010000
sogut	19.226000	0.009000
sohagpur	36.753000	0.012000
sohra	31.764000	0.025000
sohrevard	8.220000	0.007000
sohrfiruzan	5.937000	0.007000
soikino	3.002000	0.000000
soissons	37.307000	0.000000
sojas	6.719000	0.004000
sok	2.290000	0.008000
sokal	14.837000	0.016000
sokilets	4.545000	0.000000
sokna	3.372000	0.008000
soko_grad	16.741000	0.010000
sokode	32.211000	0.000000
sokolka	8.509000	0.002000
sokolo	5.219000	0.017000
sokolow	8.596000	0.000000
sokota	15.330000	0.008000
sokoto	12.719000	0.016000
sokurdakh	0.157000	0.000000
sol_galichskaya	4.015000	0.000000
sol_velikaya	7.000000	0.000000
solatunum	0.802000	0.018000
soldaia	2.603000	0.773000
soli	18.070000	0.010000
solikamsk	5.115000	0.010000
solimandungan	7.582000	0.037000
solingen	10.895000	0.000000
solkhat	6.966000	0.015000
solok	17.107000	0.053000
solomoydokh	0.157000	0.000000
solothurn	20.218000	0.130000
solovetsky	0.234000	0.000000
solovtsovo	8.484000	0.000000
solt	12.690000	0.008000
soltaniyeh	9.382000	3.680000
soltau	14.623000	0.011000
soltobe	1.667000	0.000000
soltsy	3.010000	0.003000
soltsy_kirishi	4.309000	0.007000
soltyn	10.164000	0.001000
solvesborg	7.864000	0.008000
soma	8.502000	0.000000
somaleh	8.735000	0.007000
somana	10.464000	0.000000
sombai	8.639000	0.000000
somnath	82.528000	0.021000
somogyvar	25.221000	0.008000
somuncura	3.923000	0.000000
son_la	22.205000	0.007000
sonaly	3.370000	0.000000
sonamiani	5.554000	0.009000
sonargaon	149.044000	12.037000
soncino	24.627000	1.888000
sonda	30.516000	0.012000
sonda_karnataka	65.427000	0.000000
sondeled	3.301000	0.008000
sondershausen	18.355000	0.021000
sondor	3.488000	0.018000
sonepur	37.462000	0.007000
sonepur_bihar	157.282000	0.000000
song_be	16.677000	0.016000
song_khwae	23.893000	0.000000
songming	3.962000	0.004000
songo_mnara	2.744000	0.001000
songxi	86.882000	0.004000
songyang	54.470000	0.004000
songye_kongo	11.588000	0.000000
songzhou	5.032000	0.004000
songzhou_songpan	14.110000	0.004000
songzhou_songzhou	32.336000	0.004000
songzi	16.220000	0.004000
sonhat	46.736000	0.023000
sonisa	24.735000	0.003000
sonod	27.137000	0.004000
sonqor	5.444000	0.008000
sonso	40.707000	0.000000
sontang	4.517000	0.013000
sonthofen	20.478000	0.010000
soo	11.832000	0.005000
soombak_e	0.106000	0.000000
soonpur	41.142000	0.018000
sopron	24.702000	1.604000
sora	25.521000	0.008000
sorachi	0.662000	0.000000
soras	31.712000	0.041000
sordavala	0.557000	0.000000
sorgono	5.641000	0.009000
sorgun	14.551000	0.005000
sori	7.986000	0.016000
soria	26.342000	0.008000
sorin_nuur	29.172000	0.004000
sorkam	12.486000	0.007000
soroca	7.957000	0.010000
sorocaba	2.490000	0.000000
sorochinskaya	5.965000	0.000000
sorokogne	22.938000	0.008000
sorsele	0.292000	0.000000
sortol	0.157000	0.000000
sos	9.131000	0.008000
soscumica	0.106000	0.000000
sosnovy_ostrov	4.402000	0.019000
sosnytsia	14.785000	0.014000
sosola	16.054000	0.018000
sosso	10.772000	0.017000
sosva	5.920000	0.000000
sotachiro	15.337000	0.000000
sotk	6.560000	0.007000
sotkamo	0.293000	0.000000
sotuta	123.570000	0.018000
sougb	0.527000	0.000000
souk_el_arba	28.067000	0.005000
souma	56.884000	0.010000
soumpi	3.429000	0.017000
sousse	9.589000	0.007000
south_andaman	3.555000	0.000000
south_camaguey	1.937000	0.000000
south_dahalo	12.664000	0.000000
south_hia_ced_oodham	1.383000	0.000000
south_hlanganu	10.331000	0.000000
south_juma	13.542000	0.000000
south_letota	5.963000	0.000000
south_meetto	22.743000	0.000000
south_molala	0.701000	0.000000
south_pumpu	10.517000	0.000000
south_sakuye	32.167000	0.000000
south_shirima	20.858000	0.000000
south_yao	12.326000	0.000000
southampton	15.004000	0.000000
souya	0.280000	0.000000
sowunusiske	0.425000	0.000000
soyo	7.121000	0.000000
soyopa	1.331000	0.048000
sozak	2.606000	0.000000
sozopol	12.588000	0.009000
spalding	23.298000	0.000000
spas_na_kholmu	7.252000	0.020000
spasskoye	3.333000	0.000000
spasskoye_lyskovo	3.496000	0.028000
spaxomin	0.212000	0.000000
speyer	10.143000	0.648000
spilimbergo	31.638000	0.016000
spirka	0.157000	0.000000
spirkovo	1.033000	0.000000
spitak	5.521000	0.004000
spithota	3.456000	0.015000
spittal	7.388000	0.011000
splatsin	0.212000	0.000000
split	6.710000	0.000000
split_rock	0.701000	0.000000
spoleto	43.476000	1.994000
sporades	2.593000	0.010000
spremberg	18.226000	0.006000
squamish	0.265000	0.000000
squamscott	1.340000	0.000000
squliq	5.104000	0.000000
sra_luang	14.303000	0.000000
srb	12.500000	0.010000
srebrenica	17.011000	0.010000
srebrenik	13.855000	0.010000
sredets	25.059000	1.703000
srednekolymsk	0.157000	0.000000
srednyaya_akhtuba	5.185000	0.000000
sreepur	180.421000	0.010000
srem	13.795000	0.000000
sremska_mitrovica	21.743000	0.010000
sretenskoe	0.826000	0.000000
srey_sarchhor	87.609000	0.004000
sri_satchanalai	12.365000	0.000000
sri_thep	8.720000	0.000000
srigangapatna	57.250000	0.000000
srinagar	27.673000	14.238000
srinagar_garhwal	46.064000	0.047000
sringeri	62.059000	0.020000
sripura	28.252000	0.012000
srirangam	113.221000	0.007000
srisailam	65.490000	0.016000
sroda_slaska	7.641000	0.000000
sroda_wielkopolska	11.302000	0.000000
srok_khleang	50.937000	0.004000
st_affrique	37.862000	0.000000
st_aignan	28.736000	0.000000
st_albans	24.560000	0.000000
st_ambroix	28.369000	0.000000
st_andrews	7.851000	0.000000
st_at_imcets	0.212000	0.000000
st_calais	35.973000	0.000000
st_francois_mts	3.121000	0.000000
st_gallen	14.655000	0.002000
st_georgen	9.263000	0.016000
st_gerand	19.785000	0.000000
st_jean_dangely	46.981000	0.000000
st_johann	6.780000	0.002000
st_leonard	23.337000	0.000000
st_martin	2.079000	0.000000
st_matthew	0.010000	0.000000
st_pierre_de_moutier	28.349000	0.000000
st_pol_de_leon	45.043000	0.000000
st_polten	12.015000	0.007000
st_sauveur	50.103000	0.000000
st_uxwtews	0.212000	0.000000
st_veit	14.663000	0.039000
st_vith	4.999000	0.002000
stadacona	0.852000	0.000000
stade	36.156000	0.033000
stafford	18.084000	0.000000
stalac	20.402000	0.010000
stanimaka	15.952000	0.010000
stanitsa_kokchetavskaya	0.655000	0.000000
staraya_kulatka	7.631000	0.000000
staraya_ladoga	10.328000	2.092000
staraya_mayna	7.592000	0.000000
staraya_russa	7.488000	0.770000
staraya_ryazan	14.470000	0.000000
staraya_zima	0.481000	0.000000
starobin	5.000000	0.000000
starodub_on_the_klyazma	13.229000	0.013000
starodub_siverskyi	17.920000	0.006000
starodub_votsky	4.542000	0.002000
starominskaya	2.661000	0.006000
staropolye	2.622000	0.004000
staroye	0.615000	0.000000
staroyuryevo	9.932000	0.000000
stary_tekov	23.150000	0.008000
staryi_amanak	5.167000	0.000000
staryya_darohi	8.605000	0.008000
stata_ketux	0.280000	0.000000
stavanger	8.542000	0.982000
stavelot	8.753000	0.117000
stavoren	10.376000	0.000000
stavropol	2.106000	0.000000
stavropol_na_volge	7.340000	0.000000
stefanesti	8.387000	0.009000
stefani	10.834000	0.000000
steigen	0.261000	0.004000
steinburg	18.430000	0.007000
steinfeld	4.132000	0.015000
steinkjer	0.509000	0.011000
stelty	4.820000	0.021000
stendal	19.606000	0.000000
stensele	0.292000	0.000000
stepan	6.250000	0.000000
stepanenki	4.950000	0.016000
stepanevka	7.527000	0.000000
sterlibashevo	5.439000	0.008000
sterlitamak	5.523000	0.000000
sterzing	11.287000	0.010000
stettin	29.255000	1.717000
steyr	34.950000	0.013000
stezyca	19.487000	0.000000
stil_qw	0.212000	0.000000
stipon	17.056000	0.009000
stirling	14.305000	0.008000
stjordal	5.510000	0.129000
stlpulmsh	0.701000	0.000000
sto_domingo_silos	22.832000	0.008000
sto_lo	0.531000	0.000000
stockach	6.712000	0.000000
stockholm	21.816000	2.217000
stockton	17.473000	0.000000
stodolichi	4.545000	0.000000
stoke	14.757000	0.000000
stolin	6.968000	0.009000
stomio	4.462000	0.010000
stonehaven	13.110000	0.008000
stora_tuna	4.912000	0.009000
stordal	1.665000	0.008000
storen	3.300000	0.077000
storkyro	0.390000	0.000000
stormarn	22.895000	0.008000
storozhynets	5.718000	0.009000
stowbtsy	14.035000	0.005000
strabane	1.461000	0.019000
stralsund	32.977000	2.861000
stramba	5.950000	0.009000
strangnas	9.067000	0.023000
stranraer	20.595000	0.058000
strasbourg	49.990000	2.218000
stratford	8.757000	0.000000
strathearn	1.233000	0.000000
straubing	19.336000	0.013000
straupe	4.545000	0.000000
strehaia	7.714000	0.009000
strelcha	19.417000	0.018000
strelitz	34.764000	0.019000
streshyn	5.555000	0.000000
stromstad	7.395000	0.008000
strumica	12.294000	0.012000
stryi	8.333000	0.000000
stryn	1.664000	0.008000
strzelce_opolskie	9.825000	0.000000
sts_ailes	0.531000	0.000000
stswecen_c	0.212000	0.000000
stung_treng	2.635000	0.000000
stuttgart	34.293000	3.688000
stxtilusten	0.212000	0.000000
stz_uminus	0.531000	0.000000
su_naq	0.210000	0.000000
suakin	24.748000	0.016000
suamox	8.614000	0.018000
suamprabon	2.633000	0.000000
suan	19.192000	0.014000
suau	23.561000	0.000000
subansiri	10.515000	0.000000
subaytila	32.790000	0.013000
subi_islands	0.230000	0.000000
succun	0.157000	0.000000
suceava	12.747000	1.757000
suchiimma	8.850000	0.000000
suchilapan	38.949000	0.018000
sucuriu	0.648000	0.000000
sudai	4.343000	0.000000
sudislavl	10.417000	0.000000
sudogda	13.240000	0.009000
sudzha	7.910000	0.004000
suena	2.710000	0.000000
suez	30.055000	0.009000
sufaynah	1.994000	0.010000
sugaur	62.862000	0.000000
sugeneb	65.320000	0.007000
sughar	10.427000	0.008000
sugut	2.153000	0.000000
suhar	16.045000	0.007000
suhut	9.464000	0.072000
sui	117.814000	0.061000
sui_pakistan	89.665000	0.062000
suian	78.057000	0.004000
suichang	90.423000	0.004000
suide	22.946000	0.004000
suidong	8.984000	0.004000
suikujarvi	0.331000	0.000000
suining	7.665000	0.004000
suining_jing	40.252000	0.003000
suining_pizhou	61.588000	0.004000
suiping	12.596000	0.004000
suisin	0.701000	0.000000
suixi	77.578000	0.004000
suixian	12.508000	0.004000
suiyang	9.259000	0.004000
suiyang_guide	64.040000	6.227000
sukadana	0.553000	0.007000
sukadana_lampung	13.239000	0.007000
suket	31.462000	0.018000
sukhma	54.490000	0.016000
sukhnah	5.119000	0.009000
sukhorukova	0.481000	0.000000
sukhothai	72.524000	11.012000
sukhumi	10.221000	0.003000
suki	4.502000	0.000000
sukju	32.580000	0.014000
sukkur	36.731000	0.012000
suksun	2.752000	0.000000
suktogeja_o_ipa	0.420000	0.000000
sulaymaniyah	18.724000	0.008000
sulechow	13.557000	0.011000
suledal	3.137000	0.008000
sulkhari	6.308000	0.005000
sully	36.394000	0.000000
sulmona	28.430000	1.891000
sulomay	0.157000	0.000000
sultanonu	6.040000	0.072000
sultanpur	52.985000	0.000000
sultanpur_uttar_pradesh	130.504000	0.000000
sultanwind	102.479000	0.000000
suluk	1.811000	0.004000
suluklu	8.570000	0.005000
suluntah	6.224000	0.000000
sulusaray	4.945000	0.005000
sulzbach	12.506000	0.025000
suma	1.316000	0.000000
sumampa	1.940000	0.000000
sumba	7.777000	0.000000
sumbawa	20.109000	0.026000
sumbis	12.405000	0.000000
sumbwa	12.310000	0.000000
sumedang	88.790000	0.007000
sumgut_vosh	0.446000	0.000000
sumilao	0.927000	0.000000
sumino	2.222000	0.000000
sumperk	42.099000	0.017000
sumsky_posad	0.570000	0.000000
sumtiin	7.249000	0.004000
sumuri	0.698000	0.000000
sumy	5.940000	0.003000
suna	3.832000	0.000000
sunam	229.635000	0.000000
sunapee	0.982000	0.000000
suncheon	30.552000	0.004000
sunda_kelapa	107.638000	0.007000
sundergarh	59.446000	0.008000
sungai_jujuhan	4.576000	0.011000
sungai_lati	1.220000	0.007000
sungai_penuh	3.133000	0.009000
sunggari	10.567000	0.037000
sungurlu	22.533000	0.005000
suning	13.117000	0.004000
sunju	33.538000	0.009000
sunkoshi	20.257000	0.022000
sunndal	1.665000	0.008000
sunnfjord	3.301000	0.008000
sunnmore	2.482000	0.008000
suntar	0.157000	0.000000
suntou	23.433000	0.005000
suojarvi	0.998000	0.000000
suomussalmi	0.293000	0.000000
suonikyla	0.102000	0.000000
suordakh	1.575000	0.000000
suoyungu	0.157000	0.000000
suphanburi	82.924000	0.002000
suq	3.527000	0.007000
suq_al_ghinan	25.985000	0.000000
suq_al_shuyukh	13.551000	0.011000
suqian	54.774000	0.004000
sur	9.002000	0.008000
sura	17.465000	0.068000
surab	2.639000	0.009000
surabaya	97.261000	0.007000
surame	14.599000	0.016000
suran	3.028000	0.009000
surat	104.466000	0.000000
suratgarh	56.724000	0.143000
suraz	9.349000	0.002000
surgut	1.588000	0.010000
surigao	0.636000	0.000000
suriig	11.101000	0.004000
suripa	4.158000	0.000000
surmali	39.637000	0.009000
surmene	34.103000	0.009000
surruque	0.701000	0.000000
surubiu	0.121000	0.000000
suruc	7.532000	0.009000
surui_paiter	0.689000	0.000000
susa	32.436000	0.009000
susaco	5.353000	0.069000
susitna	0.210000	0.000000
susoh	3.415000	0.003000
susong	63.344000	0.004000
susquehannock	1.122000	0.000000
susques	1.606000	0.000000
susunswe	3.544000	0.000000
susurluk	37.940000	0.005000
sutara	1.586000	0.004000
sutiapan	8.365000	0.028000
sutkent	17.356000	0.001000
sutnga	44.087000	0.014000
suttsu	0.113000	0.000000
sutuko	8.141000	0.016000
suturuoxa	0.157000	0.000000
suure_jaani	2.729000	0.000000
suwa	23.790000	0.005000
suwalki	10.576000	0.003000
suwannaphum	18.509000	0.002000
suwayda	7.476000	0.006000
suwon	33.193000	0.009000
suxi	14.352000	0.004000
suyunduk	9.567000	0.000000
suzdal	9.262000	0.070000
suzhou	8.345000	0.003000
suzhou_fengyang	37.189000	0.004000
suzhou_gansu	19.079000	0.004000
suzu	18.179000	0.005000
suzuka	52.763000	0.010000
suzun	1.898000	0.010000
sveg	0.117000	0.000000
svencionys	18.192000	0.025000
svendborg	14.788000	0.008000
svietlahorsk	8.854000	0.011000
svinort	3.221000	0.000000
svir	7.692000	0.000000
svir_beloozero	2.857000	0.000000
svislach	6.250000	0.000000
sviyazhsk	10.345000	0.000000
svoge	14.231000	0.009000
svrljig	12.302000	0.009000
svyatoy_nos	0.333000	0.000000
swansea	11.959000	0.000000
swarakxen	0.212000	0.000000
swartberg	0.008000	0.000000
swazi	9.556000	0.000000
sweetwater	0.701000	0.000000
swellendam	0.012000	0.000000
swidnica	37.987000	0.006000
swidwin	6.417000	0.001000
swiecie	16.581000	0.010000
swikshak	0.210000	0.000000
swinousjcie	16.802000	0.037000
swy_e	0.076000	0.000000
sya	24.457000	0.056000
syagannaax	0.157000	0.000000
syanno	7.379000	0.013000
sybaatayy	0.157000	0.000000
sychyovka	7.957000	0.010000
sycow	3.820000	0.000000
